NN_type,units,epochs,batch_size,window_size,time_step_shift,start_time,end_time,time_s,time_m,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
MPL,16/8,5,32,-1,-1,2023-09-25 14:03:13.164791,2023-09-25 14:04:41.594324,88.42953300476074,1.4738255500793458,awake,0.8396225016309827,0.8669464987674063,0.9484569897861562,0.9058718590231699,0.37167035267454496,0.8055031524201355,0.0,9159.0,15976.0,5657.0,104096.0
MPL,16/8,5,32,-1,-1,2023-09-25 14:03:13.164791,2023-09-25 14:04:41.594324,88.42953300476074,1.4738255500793458,asleep,0.8396225016309827,0.6181830453563715,0.3643922816789338,0.458511676804085,0.37167035267454496,0.8055031614825667,0.0,104096.0,5657.0,15976.0,9159.0
MPL,16/8,5,32,-1,-1,2023-09-25 14:03:13.164791,2023-09-25 14:04:41.594324,88.42953300476074,1.4738255500793458,avg,0.8396225016309827,0.7425647720618889,0.656424635732545,0.6821917679136275,0.37167035267454496,0.8055031569513511,,,,,
MPL,16/8,15,32,-1,-1,2023-09-25 14:04:42.514223,2023-09-25 14:08:57.091759,254.57753586769104,4.242958931128184,awake,0.8295623035407153,0.8596274527684056,0.9448124424844879,0.9002092177340243,0.32541005000976364,0.7819245676909058,0.0,8202.0,16933.0,6057.0,103696.0
MPL,16/8,15,32,-1,-1,2023-09-25 14:04:42.514223,2023-09-25 14:08:57.091759,254.57753586769104,4.242958931128184,asleep,0.8295623035407153,0.5752156532716179,0.3263178834294808,0.41640859014063053,0.32541005000976364,0.7819245635221874,0.0,103696.0,6057.0,16933.0,8202.0
MPL,16/8,15,32,-1,-1,2023-09-25 14:04:42.514223,2023-09-25 14:08:57.091759,254.57753586769104,4.242958931128184,avg,0.8295623035407153,0.7174215530200118,0.6355651629569844,0.6583089039373274,0.32541005000976364,0.7819245656065466,,,,,
MPL,16/8,30,32,-1,-1,2023-09-25 14:08:58.014458,2023-09-25 14:17:19.648021,501.633563041687,8.360559384028116,awake,0.8394519897989443,0.8769113607776361,0.9337512414239246,0.9044391492366074,0.4057070626071072,0.7857917062446446,0.0,10750.0,14385.0,7271.0,102482.0
MPL,16/8,30,32,-1,-1,2023-09-25 14:08:58.014458,2023-09-25 14:17:19.648021,501.633563041687,8.360559384028116,asleep,0.8394519897989443,0.5965262749015038,0.4276904714541476,0.49819260357771805,0.4057070626071072,0.7857917047946554,0.0,102482.0,7271.0,14385.0,10750.0
MPL,16/8,30,32,-1,-1,2023-09-25 14:08:58.014458,2023-09-25 14:17:19.648021,501.633563041687,8.360559384028116,avg,0.8394519897989443,0.7367188178395699,0.6807208564390361,0.7013158764071628,0.4057070626071072,0.7857917055196499,,,,,
MPL,16/8,50,32,-1,-1,2023-09-25 14:17:20.584318,2023-09-25 14:31:11.105740,830.5214221477509,13.842023702462514,awake,0.8309412253128522,0.8745961036387292,0.9248312119030915,0.8990124440901642,0.38280946166517726,0.7618406940208404,0.0,10581.0,14554.0,8250.0,101503.0
MPL,16/8,50,32,-1,-1,2023-09-25 14:17:20.584318,2023-09-25 14:31:11.105740,830.5214221477509,13.842023702462514,asleep,0.8309412253128522,0.5618926238649036,0.42096677939128707,0.4813264795523814,0.38280946166517726,0.761840689489625,0.0,101503.0,8250.0,14554.0,10581.0
MPL,16/8,50,32,-1,-1,2023-09-25 14:17:20.584318,2023-09-25 14:31:11.105740,830.5214221477509,13.842023702462514,avg,0.8309412253128522,0.7182443637518163,0.6728989956471892,0.6901694618212728,0.38280946166517726,0.7618406917552327,,,,,
MPL,16/8,80,32,-1,-1,2023-09-25 14:31:12.025257,2023-09-25 14:53:15.309654,1323.2843968868256,22.05473994811376,awake,0.8344700788802563,0.8596463802933941,0.9519922006687744,0.9034656889872719,0.3336236507431618,0.7784036346685268,0.0,8076.0,17059.0,5269.0,104484.0
MPL,16/8,80,32,-1,-1,2023-09-25 14:31:12.025257,2023-09-25 14:53:15.309654,1323.2843968868256,22.05473994811376,asleep,0.8344700788802563,0.6051704758336456,0.32130495325243685,0.4197505197505198,0.3336236507431618,0.778403636481013,0.0,104484.0,5269.0,17059.0,8076.0
MPL,16/8,80,32,-1,-1,2023-09-25 14:31:12.025257,2023-09-25 14:53:15.309654,1323.2843968868256,22.05473994811376,avg,0.8344700788802563,0.7324084280635199,0.6366485769606056,0.6616081043688958,0.3336236507431618,0.7784036355747699,,,,,
MPL,16/8,100,32,-1,-1,2023-09-25 14:53:16.214635,2023-09-25 15:20:58.531969,1662.3173341751099,27.705288902918497,awake,0.834447838206512,0.8661623776973596,0.9421063661129991,0.9025396174207542,0.3595192055082911,0.7808357845593396,0.0,9158.0,15977.0,6354.0,103399.0
MPL,16/8,100,32,-1,-1,2023-09-25 14:53:16.214635,2023-09-25 15:20:58.531969,1662.3173341751099,27.705288902918497,asleep,0.834447838206512,0.5903816400206292,0.3643524965187985,0.4506113612320712,0.3595192055082911,0.78083578582808,0.0,103399.0,6354.0,15977.0,9158.0
MPL,16/8,100,32,-1,-1,2023-09-25 14:53:16.214635,2023-09-25 15:20:58.531969,1662.3173341751099,27.705288902918497,avg,0.834447838206512,0.7282720088589945,0.6532294313158988,0.6765754893264126,0.3595192055082911,0.7808357851937098,,,,,
MPL,16/8,120,32,-1,-1,2023-09-25 15:20:59.471505,2023-09-25 15:54:27.785125,2008.3136200904846,33.471893668174744,awake,0.8299033272047921,0.8491661907022018,0.961786921542008,0.9019746904666286,0.2778415993705401,0.7834062189929486,0.0,6385.0,18750.0,4194.0,105559.0
MPL,16/8,120,32,-1,-1,2023-09-25 15:20:59.471505,2023-09-25 15:54:27.785125,2008.3136200904846,33.471893668174744,asleep,0.8299033272047921,0.6035542111730787,0.25402824746369607,0.35756286050288405,0.2778415993705401,0.7834062211679319,0.0,105559.0,4194.0,18750.0,6385.0
MPL,16/8,120,32,-1,-1,2023-09-25 15:20:59.471505,2023-09-25 15:54:27.785125,2008.3136200904846,33.471893668174744,avg,0.8299033272047921,0.7263602009376402,0.607907584502852,0.6297687754847563,0.2778415993705401,0.7834062200804403,,,,,
MPL,16/8,150,32,-1,-1,2023-09-25 15:54:28.700156,2023-09-25 16:35:56.966738,2488.2665820121765,41.471109700202945,awake,0.8347295534072712,0.8752424102009645,0.9293504505571601,0.9014852557105673,0.3916716922405946,0.7926341890172032,0.0,10596.0,14539.0,7754.0,101999.0
MPL,16/8,150,32,-1,-1,2023-09-25 15:54:28.700156,2023-09-25 16:35:56.966738,2488.2665820121765,41.471109700202945,asleep,0.8347295534072712,0.5774386920980926,0.4215635567933161,0.48734046222835453,0.3916716922405946,0.7926343097287857,0.0,101999.0,7754.0,14539.0,10596.0
MPL,16/8,150,32,-1,-1,2023-09-25 15:54:28.700156,2023-09-25 16:35:56.966738,2488.2665820121765,41.471109700202945,avg,0.8347295534072712,0.7263405511495286,0.6754570036752381,0.6944128589694609,0.3916716922405946,0.7926342493729944,,,,,
MPL,16/8,200,32,-1,-1,2023-09-25 16:35:57.884748,2023-09-25 17:31:34.169674,3336.2849259376526,55.60474876562754,awake,0.8371686139612122,0.8821066376496192,0.9232731679316283,0.9022205602151112,0.41723921301736133,0.7919094408439938,0.0,11592.0,13543.0,8421.0,101332.0
MPL,16/8,200,32,-1,-1,2023-09-25 16:35:57.884748,2023-09-25 17:31:34.169674,3336.2849259376526,55.60474876562754,asleep,0.8371686139612122,0.5792235047219307,0.4611895762880446,0.5135111189864446,0.41723921301736133,0.7919094346815408,0.0,101332.0,8421.0,13543.0,11592.0
MPL,16/8,200,32,-1,-1,2023-09-25 16:35:57.884748,2023-09-25 17:31:34.169674,3336.2849259376526,55.60474876562754,avg,0.8371686139612122,0.730665071185775,0.6922313721098364,0.707865839600778,0.41723921301736133,0.7919094377627673,,,,,
